Timestamp,Email Address,Score,Name,PRN,Roll Number,"Attended the Components(CCA,LCA)",cca_1_10_marks,cca_2_5_marks,cca_3_mid_term_15_marks,lca_1_practical_performance,lca_2_active_learning_project,lca_3_end_term_practical_oral,co1,co2,co3,co4,Panel,Overall Score,avg_cca,avg_lca,avg_co
03/24/2025 17:03:00,sakshi.sharma@example.com,98.85,Sakshi Sharma,1032233432,57,Present,8,4,15,9,10,7,0.9773690607776359,0.8435869455935401,0.17825014395796335,0.9046052531128693,L,10.75,9.0,8.666666666666666,0.7259528508605021
03/24/2025 17:03:00,soham.singh@example.com,84.14,Soham Singh,1032233234,9,Absent,10,4,14,7,9,10,0.3406668208217446,0.3771119845344445,0.9063914823621593,0.5301155650353153,K,11.0,9.333333333333334,8.666666666666666,0.538571463188416
03/24/2025 17:03:00,vikram.kumar@example.com,95.41,Vikram Kumar,1032233311,51,Absent,10,3,10,9,9,10,0.13776292939851964,0.369056159341804,0.7220974462678807,0.17418418806801672,L,10.0,7.666666666666667,9.333333333333334,0.35077518076905523
03/24/2025 17:03:00,devansh.sharma@example.com,88.36,Devansh Sharma,1032233791,23,Absent,9,5,11,9,8,10,0.5902311974063588,0.6952741329444169,0.34385357554257934,0.6938806887083223,J,10.15,8.333333333333334,9.0,0.5808098986504193
03/24/2025 17:03:00,lakshay.kumar@example.com,74.48,Lakshay Kumar,1032233847,7,Absent,8,3,14,10,10,7,0.8842073518293186,0.4721167442332409,0.3829093281797856,0.2511584013582857,K,10.500000000000002,8.333333333333334,9.0,0.49759795640015775
03/24/2025 17:03:00,tanish.verma@example.com,64.8,Tanish Verma,1032233519,4,Present,9,5,13,8,9,9,0.6042054798633042,0.879852048038716,0.32466126718519406,0.3962355245373035,K,10.55,9.0,8.666666666666666,0.5512385799061295
03/24/2025 17:03:00,vihaan.kumar@example.com,95.88,Vihaan Kumar,1032233460,48,Absent,9,5,13,9,7,10,0.4066255175499839,0.5608123417775172,0.22840896156743862,0.8222111553077043,L,10.6,9.0,8.666666666666666,0.504514494050661
03/24/2025 17:03:00,aarav.patel@example.com,78.9,Aarav Patel,1032233754,17,Present,10,4,13,7,7,10,0.2956022775042213,0.7053626908966819,0.513215741779552,0.5858976033527569,L,10.4,9.0,8.0,0.525019578383303
03/24/2025 17:03:00,sakshi.kumar@example.com,56.73,Sakshi Kumar,1032233921,16,Absent,8,4,12,8,9,8,0.17960873882730288,0.7350231981781705,0.1886205190426311,0.11347363762743912,J,9.75,8.0,8.333333333333334,0.30418152341888594
03/24/2025 17:03:00,nikhil.singh@example.com,99.0,Nikhil Singh,1032233188,67,Absent,9,4,15,8,10,7,0.546679499888787,0.7092971369176653,0.05003583643475673,0.06939531494054207,K,10.8,9.333333333333334,8.333333333333334,0.34385194704543776
03/24/2025 17:03:00,rahul.sharma@example.com,56.69,Rahul Sharma,1032233984,98,Present,7,3,15,7,8,8,0.802679162705919,0.809032699507332,0.2453047170590812,0.6152282028002035,L,10.05,8.333333333333334,7.666666666666667,0.618061195518134
03/24/2025 17:03:00,rakesh.singh@example.com,63.67,Rakesh Singh,1032233147,22,Absent,10,5,10,7,9,9,0.4431800751446595,0.632696041403513,0.8628792840992251,0.0798564245822565,L,9.7,8.333333333333334,8.333333333333334,0.5046529563074135
03/24/2025 17:03:00,aarav.verma@example.com,71.6,Aarav Verma,1032233340,90,Present,7,5,14,8,9,8,0.7779844259884543,0.4930291045210393,0.5641269437619965,0.6539313600171203,E,10.25,8.666666666666666,8.333333333333334,0.6222679585721526
03/24/2025 17:03:00,anaya.reddy@example.com,50.59,Anaya Reddy,1032233235,7,Absent,8,4,10,9,10,8,0.9226231491291074,0.05671995355173787,0.029476352124447658,0.17826178148877347,K,9.45,7.333333333333333,9.0,0.2967703090735166
03/24/2025 17:03:00,aadhya.singh@example.com,71.98,Aadhya Singh,1032233241,51,Absent,7,3,11,8,8,7,0.9864477260267365,0.7150763673777757,0.6146411190545019,0.0470390534147479,L,8.8,7.0,7.666666666666667,0.5908010664684405
03/24/2025 17:03:00,aditya.singh@example.com,66.04,Aditya Singh,1032233149,8,Present,9,5,15,10,9,9,0.8791102238929648,0.8127568532971595,0.6648000438670849,0.3391308154847027,K,11.45,9.666666666666666,9.333333333333334,0.6739494841354781
03/24/2025 17:03:00,meera.singh@example.com,82.58,Meera Singh,1032233831,87,Absent,10,3,15,9,9,9,0.07050495556825731,0.5800384879009225,0.7196945714608375,0.09424035047724744,K,11.3,9.333333333333334,9.0,0.36611959135181615
03/24/2025 17:03:00,kunal.singh@example.com,52.1,Kunal Singh,1032233542,43,Present,9,4,14,10,9,8,0.6337676597984959,0.28636606788715857,0.7642442212198117,0.539615850601837,J,10.85,9.0,9.0,0.5559984498768258
03/24/2025 17:03:00,tara.patel@example.com,74.03,Tara Patel,1032233216,16,Present,9,3,10,8,10,8,0.1290367878104367,0.526519447733236,0.39573686336671865,0.1803559682816519,E,9.4,7.333333333333333,8.666666666666666,0.30791226679801076
03/24/2025 17:03:00,siddharth.kumar@example.com,51.45,Siddharth Kumar,1032233748,63,Absent,7,3,14,7,9,9,0.8415157240621232,0.0110284484991362,0.31212827687810596,0.012595038169426753,L,10.1,8.0,8.333333333333334,0.294316871902198
03/24/2025 17:03:00,soham.verma@example.com,99.4,Soham Verma,1032233282,43,Present,9,4,10,8,10,10,0.09600694650615271,0.29709621917308104,0.05427118538937359,0.5966305323571411,J,9.9,7.666666666666667,9.333333333333334,0.2610012208564371
03/24/2025 17:03:00,yash.reddy@example.com,55.89,Yash Reddy,1032233470,10,Present,10,5,14,9,8,10,0.08686290798618279,0.7017136340660952,0.05264211262716112,0.0593088948010968,E,11.25,9.666666666666666,9.0,0.22513188737013398
03/24/2025 17:03:00,arnav.reddy@example.com,55.32,Arnav Reddy,1032233471,56,Present,8,4,14,10,8,8,0.30532589903326635,0.8965715249692775,0.6413932487233165,0.7701312919289194,E,10.5,8.666666666666666,8.666666666666666,0.653355491163695
03/24/2025 17:03:00,rohan.patel@example.com,81.61,Rohan Patel,1032233435,33,Absent,8,5,15,7,7,8,0.14155210947710606,0.8341254332472459,0.00814624819423515,0.21305735073300613,E,10.3,9.333333333333334,7.333333333333333,0.2992202854128983
03/24/2025 17:03:00,devansh.sharma@example.com,65.69,Devansh Sharma,1032233326,97,Absent,10,4,10,9,10,9,0.6160923211499935,0.37524640859405034,0.9841933917185635,0.030339246818318233,J,10.05,8.0,9.333333333333334,0.5014678420702314
03/24/2025 17:03:00,riya.kumar@example.com,95.97,Riya Kumar,1032233689,79,Absent,9,5,13,8,7,9,0.9985981679365432,0.6236278328613161,0.5587069945960965,0.059512442563974366,K,10.25,9.0,8.0,0.5601113594894827
03/24/2025 17:03:00,anika.patel@example.com,54.03,Anika Patel,1032233192,6,Absent,10,5,12,8,8,9,0.2733288766658907,0.9246626882915957,0.35424600318924426,0.661653200467251,J,10.3,9.0,8.333333333333334,0.5534726921534954
03/24/2025 17:03:00,aryan.verma@example.com,91.85,Aryan Verma,1032233383,66,Absent,10,3,14,10,9,10,0.9994963504187216,0.26306971383354116,0.5760808790144938,0.6964377927022132,J,11.35,9.0,9.666666666666666,0.6337711839922424
03/24/2025 17:03:00,gauri.patel@example.com,93.61,Gauri Patel,1032233577,43,Absent,7,5,13,9,7,7,0.16462724656541516,0.1486725636961821,0.4563079116581733,0.3858125217592894,J,9.6,8.333333333333334,7.666666666666667,0.288855060919765
03/24/2025 17:03:00,aarav.reddy@example.com,59.14,Aarav Reddy,1032233718,27,Absent,7,4,12,9,9,7,0.7142154368573138,0.06950877144858625,0.9721666237406904,0.014276981685832357,K,9.5,7.666666666666667,8.333333333333334,0.4425419534331057
03/24/2025 17:03:00,aman.sharma@example.com,87.08,Aman Sharma,1032233600,50,Present,8,3,12,7,10,10,0.6013168243361512,0.5626325958673883,0.13471573086972577,0.1509159827135298,J,10.05,7.666666666666667,9.0,0.3623952834466988
03/24/2025 17:03:00,arjun.sharma@example.com,80.05,Arjun Sharma,1032233498,23,Absent,7,3,12,9,10,9,0.7926774877946268,0.8875624584126831,0.28301696588376957,0.4379639639625684,L,9.95,7.333333333333333,9.333333333333334,0.6003052190134119
03/24/2025 17:03:00,sneha.patel@example.com,76.24,Sneha Patel,1032233948,100,Present,8,4,15,10,8,10,0.35499504103835355,0.0725470129866519,0.6732042460158094,0.8251929348056901,K,11.2,9.0,9.333333333333334,0.48148480871162624
03/24/2025 17:03:00,sneha.patel@example.com,56.38,Sneha Patel,1032233601,77,Present,7,4,11,10,10,7,0.3048793573912071,0.9901757936307183,0.07585155728235493,0.6617907138145209,K,9.5,7.333333333333333,9.0,0.5081743555297003
03/24/2025 17:03:00,aarav.reddy@example.com,56.57,Aarav Reddy,1032233736,39,Absent,10,5,13,7,8,7,0.44822801452608896,0.4466019011066559,0.45764561603354026,0.2586817738014284,J,10.05,9.333333333333334,7.333333333333333,0.4027893263669284
03/24/2025 17:03:00,rohan.singh@example.com,63.64,Rohan Singh,1032233928,27,Absent,10,5,11,9,10,8,0.7155628273322324,0.7215765260850269,0.282397110105827,0.8353064608584502,L,10.249999999999998,8.666666666666666,9.0,0.6387107310953841
03/24/2025 17:03:00,vihaan.verma@example.com,83.65,Vihaan Verma,1032233675,4,Present,8,4,12,8,10,9,0.31684494365033,0.7250931239865422,0.12099976751206643,0.16870164280374567,K,10.1,8.0,9.0,0.33290986948817103
03/24/2025 17:03:00,kunal.kumar@example.com,77.66,Kunal Kumar,1032233120,4,Absent,7,3,11,7,10,7,0.31579564450825115,0.5938737676678615,0.6455114854786993,0.39635617196747486,L,8.95,7.0,8.0,0.48788426740557167
03/24/2025 17:03:00,aditya.sharma@example.com,70.82,Aditya Sharma,1032233729,84,Absent,9,3,11,8,9,7,0.07783915311051404,0.3736346520927243,0.6887675159591515,0.6709954611303159,L,9.35,7.666666666666667,8.0,0.45280919557317645
03/24/2025 17:03:00,devansh.singh@example.com,87.87,Devansh Singh,1032233915,67,Present,7,4,11,7,9,7,0.16019641320544276,0.007783970268967155,0.7529816172961168,0.10636816638524371,J,8.899999999999999,7.333333333333333,7.666666666666667,0.2568325417889426
03/24/2025 17:03:00,aditya.sharma@example.com,75.56,Aditya Sharma,1032233676,1,Absent,8,4,13,9,7,8,0.0823491439642855,0.002701216834163467,0.43260132595692724,0.5032639009008144,E,9.9,8.333333333333334,8.0,0.25522889691404765
03/24/2025 17:03:00,neha.verma@example.com,67.96,Neha Verma,1032233545,43,Present,10,3,12,7,8,9,0.6376640461485906,0.29606384071258585,0.71042471638678,0.16933185740694157,E,9.95,8.333333333333334,8.0,0.4533711151637245
03/24/2025 17:03:00,nikhil.reddy@example.com,58.19,Nikhil Reddy,1032233213,32,Absent,9,3,14,7,7,9,0.8319900531103473,0.5718483288904456,0.5838898233720484,0.20977541377910813,E,10.2,8.666666666666666,7.666666666666667,0.5493759047879874
03/24/2025 17:03:00,aarav.singh@example.com,91.86,Aarav Singh,1032233633,21,Present,10,4,12,9,9,7,0.07410874930038824,0.46472480308067143,0.615611951922359,0.0950464586616856,E,10.1,8.666666666666666,8.333333333333334,0.312372990741276
03/24/2025 17:03:00,aadhya.patel@example.com,64.95,Aadhya Patel,1032233568,74,Present,9,5,11,10,7,10,0.9505344745281666,0.9804143602328068,0.545456695392492,0.9500691552734062,J,10.15,8.333333333333334,9.0,0.856618671356718
03/24/2025 17:03:00,sai.sharma@example.com,56.61,Sai Sharma,1032233385,31,Present,9,5,13,8,9,7,0.17944523758085307,0.025420685179524893,0.03940953529038993,0.5875124794267791,E,10.15,9.0,8.0,0.20794698436938674
03/24/2025 17:03:00,pooja.singh@example.com,79.37,Pooja Singh,1032233543,17,Absent,9,5,11,8,10,10,0.06164188343682353,0.9585456068240871,0.14193321075939858,0.30472280605297863,J,10.3,8.333333333333334,9.333333333333334,0.3667108767683219
03/24/2025 17:03:00,ishaan.verma@example.com,61.9,Ishaan Verma,1032233261,66,Absent,7,3,12,9,9,10,0.8225178019983485,0.21874032310409308,0.2429684584545706,0.6423089557910182,E,10.0,7.333333333333333,9.333333333333334,0.4816338848370076
03/24/2025 17:03:00,tanish.patel@example.com,94.42,Tanish Patel,1032233824,73,Present,8,5,14,7,8,9,0.2760860884892623,0.21744763400770029,0.2541777143056575,0.4906474993407268,E,10.35,9.0,8.0,0.30958973403583673
03/24/2025 17:03:00,yash.sharma@example.com,70.41,Yash Sharma,1032233632,43,Absent,7,3,15,9,7,7,0.9660998727314821,0.8322379415612283,0.28461026456017713,0.36337320849809773,E,10.0,8.333333333333334,7.666666666666667,0.6115803218377464
03/24/2025 17:03:00,aarav.verma@example.com,97.05,Aarav Verma,1032233200,80,Present,10,4,14,7,9,10,0.4645122505040774,0.9789296470169904,0.1723904683357157,0.35748310349188284,E,11.0,9.333333333333334,8.666666666666666,0.4933288673371665
03/24/2025 17:03:00,vikram.reddy@example.com,54.36,Vikram Reddy,1032233490,12,Absent,7,4,13,8,10,7,0.729426093982715,0.9639437342689433,0.15567521276423768,0.22737995419434576,J,9.8,8.0,8.333333333333334,0.5191062488025604
03/24/2025 17:03:00,vivaan.reddy@example.com,70.71,Vivaan Reddy,1032233751,2,Absent,9,4,13,7,7,8,0.22569467439043023,0.02093202949207351,0.6041156249809495,0.6707030741458938,L,9.8,8.666666666666666,7.333333333333333,0.3803613507523368
03/24/2025 17:03:00,arjun.patel@example.com,81.7,Arjun Patel,1032233168,56,Absent,9,5,14,8,10,7,0.6025258901252534,0.07132298941281434,0.0692301257456317,0.21038655449412402,L,10.6,9.333333333333334,8.333333333333334,0.23836638994445586
03/24/2025 17:03:00,aryan.singh@example.com,71.29,Aryan Singh,1032233678,40,Absent,7,5,11,7,7,7,0.2902945156989146,0.7865436559100474,0.15939026574892112,0.044092216397532136,K,8.7,7.666666666666667,7.0,0.32008016343885387
03/24/2025 17:03:00,sneha.verma@example.com,73.6,Sneha Verma,1032233105,18,Present,10,5,10,8,7,10,0.39398750771305513,0.4163921701419203,0.45090733818895423,0.8269035440269685,E,9.75,8.333333333333334,8.333333333333334,0.5220476400177245
03/24/2025 17:03:00,neha.verma@example.com,97.41,Neha Verma,1032233209,8,Present,10,5,12,9,7,10,0.09800541487094172,0.7039420824219621,0.33794557104529077,0.30998013643546996,J,10.5,9.0,8.666666666666666,0.3624683011934161
03/24/2025 17:03:00,lakshay.verma@example.com,84.39,Lakshay Verma,1032233531,3,Absent,8,5,10,9,9,9,0.9325431260859799,0.24846852441674205,0.6425318353393663,0.2751277573760921,J,9.6,7.666666666666667,9.0,0.524667810804545
03/24/2025 17:03:00,tanish.patel@example.com,95.5,Tanish Patel,1032233823,47,Present,7,3,10,9,9,8,0.5071438826403851,0.7862928925962779,0.8817225235162606,0.8386972402950503,L,9.0,6.666666666666667,8.666666666666666,0.7534641347619935
03/24/2025 17:03:00,anshika.reddy@example.com,59.44,Anshika Reddy,1032233683,80,Present,8,3,10,9,10,8,0.5821807361446398,0.24881631533822213,0.6612333832618658,0.709905045779608,K,9.35,7.0,9.0,0.5505338701310839
03/24/2025 17:03:00,kabir.patel@example.com,70.88,Kabir Patel,1032233101,81,Absent,7,4,12,8,7,7,0.010691990113501415,0.4392105109318746,0.8432620428217643,0.4895875962430474,K,9.05,7.666666666666667,7.333333333333333,0.4456880350275469
03/24/2025 17:03:00,priya.reddy@example.com,59.81,Priya Reddy,1032233609,85,Absent,7,3,13,7,9,9,0.31137544216332114,0.8717977710246627,0.1558806975298057,0.20644523241620039,L,9.8,7.666666666666667,8.333333333333334,0.3863747857834975
03/24/2025 17:03:00,yash.patel@example.com,90.04,Yash Patel,1032233869,54,Present,10,5,10,10,7,9,0.6873723669361333,0.352435941526575,0.7130168357337789,0.1577036212594919,J,9.85,8.333333333333334,8.666666666666666,0.4776321913639948
03/24/2025 17:03:00,tara.verma@example.com,93.67,Tara Verma,1032233501,9,Absent,10,3,15,9,9,8,0.25226908960084593,0.15664737836363352,0.9529103135635096,0.4054039608509241,K,11.1,9.333333333333334,8.666666666666666,0.4418076855947283
03/24/2025 17:03:00,ishaan.verma@example.com,60.4,Ishaan Verma,1032233593,93,Present,8,3,11,7,7,8,0.337219909910226,0.014202156170764701,0.1534175794108874,0.4211358562424995,K,8.9,7.333333333333333,7.333333333333333,0.2314938754335944
03/24/2025 17:03:00,gauri.patel@example.com,55.77,Gauri Patel,1032233612,6,Present,7,5,13,7,9,7,0.06850279257189407,0.5107393295062169,0.4550154384644478,0.767168140344352,K,9.6,8.333333333333334,7.666666666666667,0.4503564252217277
03/24/2025 17:03:00,nikhil.singh@example.com,56.09,Nikhil Singh,1032233717,17,Present,10,4,12,9,10,7,0.6598027014003166,0.4459473053205738,0.22466070010507144,0.7268635660178063,L,10.25,8.666666666666666,8.666666666666666,0.514318568210942
03/24/2025 17:03:00,anika.patel@example.com,60.24,Anika Patel,1032233935,40,Absent,9,4,11,9,8,8,0.7078621034542042,0.15329616051538741,0.9147518314254027,0.06440511601504317,J,9.65,8.0,8.333333333333334,0.46007880285250935
03/24/2025 17:03:00,siddharth.sharma@example.com,98.43,Siddharth Sharma,1032233581,26,Present,8,5,14,7,10,8,0.0550377088927162,0.187350417662427,0.9094607980487712,0.5199981240369218,J,10.45,9.0,8.333333333333334,0.4179617621602091
03/24/2025 17:03:00,anaya.kumar@example.com,90.85,Anaya Kumar,1032233344,80,Absent,10,3,15,8,8,9,0.7879409206729001,0.2278431880765006,0.49022197465374084,0.35828946362388225,J,11.0,9.333333333333334,8.333333333333334,0.46607388675675593
03/24/2025 17:03:00,gauri.kumar@example.com,59.83,Gauri Kumar,1032233595,22,Present,8,5,15,7,9,8,0.8278286070661927,0.022604439359226625,0.24384272996610534,0.15257422430237877,K,10.6,9.333333333333334,8.0,0.31171250017347585
03/24/2025 17:03:00,kabir.patel@example.com,77.46,Kabir Patel,1032233459,20,Absent,8,3,12,7,9,9,0.8591890387215694,0.4675438496937657,0.4042200438932162,0.44948276210107985,L,9.7,7.666666666666667,8.333333333333334,0.5451089236024078
03/24/2025 17:03:00,sai.reddy@example.com,72.49,Sai Reddy,1032233287,74,Present,8,5,11,7,7,7,0.9719245507023352,0.8502673943359241,0.7063687718503076,0.2904789592232546,K,8.9,8.0,7.0,0.7047599190279554
03/24/2025 17:03:00,vivaan.reddy@example.com,62.28,Vivaan Reddy,1032233732,78,Present,10,5,15,7,7,7,0.16517299951844777,0.9214336290244534,0.42307552279648286,0.27875579946862916,K,10.500000000000002,10.0,7.0,0.44710948770200326
03/24/2025 17:03:00,riya.singh@example.com,84.87,Riya Singh,1032233681,35,Absent,10,4,15,7,9,7,0.47092082641763544,0.9178474228203521,0.3870673133912932,0.5626409972480995,J,10.7,9.666666666666666,7.666666666666667,0.584619139969345
03/24/2025 17:03:00,tanish.verma@example.com,72.87,Tanish Verma,1032233515,80,Absent,7,5,15,9,9,8,0.8029663011085668,0.4271325310483912,0.2335418019263683,0.9945257483830334,J,10.7,9.0,8.666666666666666,0.6145415956165898
03/24/2025 17:03:00,aadhya.reddy@example.com,74.13,Aadhya Reddy,1032233730,88,Absent,10,5,13,7,7,9,0.9565708574521596,0.843479169125514,0.6883738793859225,0.29486562806969696,E,10.3,9.333333333333334,7.666666666666667,0.6958223835083233
03/24/2025 17:03:00,lakshay.singh@example.com,97.97,Lakshay Singh,1032233977,77,Absent,7,3,15,9,8,7,0.913412938164032,0.27555667012122875,0.8008094946768325,0.9182581679413063,J,10.15,8.333333333333334,8.0,0.7270093177258499
03/24/2025 17:03:00,arjun.singh@example.com,70.39,Arjun Singh,1032233878,15,Absent,7,5,14,9,10,7,0.6030038404299115,0.8030562178911789,0.7916950992017466,0.19315775112097988,K,10.35,8.666666666666666,8.666666666666666,0.5977282271609542
03/24/2025 17:03:00,tanish.reddy@example.com,77.15,Tanish Reddy,1032233571,32,Absent,9,3,11,8,9,10,0.6679244735960846,0.09346793690444355,0.5078501431374813,0.1622355481405775,J,9.95,7.666666666666667,9.0,0.35786952544464673
03/24/2025 17:03:00,gauri.patel@example.com,87.79,Gauri Patel,1032233437,50,Absent,8,5,14,9,9,8,0.4163494987964317,0.8329820746984377,0.9871678396302044,0.3179598316596177,E,10.6,9.0,8.666666666666666,0.6386148111961729
03/24/2025 17:03:00,kabir.reddy@example.com,66.44,Kabir Reddy,1032233875,41,Present,10,4,11,8,10,7,0.5319556987831766,0.5112980243704885,0.954401509831066,0.4785837324327735,E,9.8,8.333333333333334,8.333333333333334,0.6190597413543761
03/24/2025 17:03:00,raj.kumar@example.com,80.02,Raj Kumar,1032233803,49,Absent,8,5,15,7,8,7,0.6991062053996978,0.9217892331085261,0.37337855953684007,0.9021222382453876,K,10.25,9.333333333333334,7.333333333333333,0.724099059072613
03/24/2025 17:03:00,anaya.verma@example.com,85.45,Anaya Verma,1032233621,4,Present,10,4,15,10,7,8,0.9174562218910135,0.9306625039671307,0.2704461854714264,0.4003555942699585,K,11.05,9.666666666666666,8.333333333333334,0.6297301263998822
03/24/2025 17:03:00,vikram.patel@example.com,74.61,Vikram Patel,1032233351,41,Absent,8,4,12,9,9,10,0.8703959082257019,0.35916182428041876,0.6002530329335051,0.11805450726005196,K,10.3,8.0,9.333333333333334,0.4869663181749194
03/24/2025 17:03:00,vihaan.kumar@example.com,56.87,Vihaan Kumar,1032233551,56,Present,10,4,12,9,8,10,0.056274988111240765,0.4119939894921726,0.5789165325927175,0.39269911335894137,K,10.55,8.666666666666666,9.0,0.35997115588876805
03/24/2025 17:03:00,pooja.reddy@example.com,99.95,Pooja Reddy,1032233197,20,Absent,9,3,15,8,9,9,0.577735770160842,0.515084376171785,0.6857072292860759,0.6495324310653898,K,10.95,9.0,8.666666666666666,0.6070149516710232
03/24/2025 17:03:00,vihaan.sharma@example.com,83.46,Vihaan Sharma,1032233473,61,Absent,7,4,10,7,9,10,0.42424570320658006,0.42499524041986325,0.140778340012232,0.5132385720964592,E,9.2,7.0,8.666666666666666,0.3758144639337836
03/24/2025 17:03:00,ishaan.patel@example.com,87.53,Ishaan Patel,1032233911,82,Present,7,4,14,9,8,9,0.5871791281356967,0.4764893973538262,0.325707335086999,0.7216485442517359,J,10.35,8.333333333333334,8.666666666666666,0.5277561012070644
03/24/2025 17:03:00,rahul.kumar@example.com,56.19,Rahul Kumar,1032233453,54,Absent,9,5,13,8,10,7,0.07466164464522407,0.9144403697540473,0.020643439545793285,0.9623501334382779,L,10.3,9.0,8.333333333333334,0.4930238968458357
03/24/2025 17:03:00,arjun.singh@example.com,84.34,Arjun Singh,1032233260,87,Absent,9,5,11,10,7,9,0.46235560093466244,0.4126699440035412,0.2564440174631881,0.010071134832283168,E,9.95,8.333333333333334,8.666666666666666,0.2853851743084187
03/24/2025 17:03:00,tara.reddy@example.com,82.22,Tara Reddy,1032233195,55,Absent,9,5,10,10,7,7,0.27479026442179977,0.10939992546033395,0.6598208426933947,0.31907497232072624,L,9.25,8.0,8.0,0.34077150122406363
03/24/2025 17:03:00,anika.patel@example.com,62.97,Anika Patel,1032233955,20,Present,7,3,10,9,10,10,0.7671793284036615,0.20691618734611694,0.9002348574321095,0.5229815151058326,J,9.55,6.666666666666667,9.666666666666666,0.5993279720719302
03/24/2025 17:03:00,vihaan.reddy@example.com,82.6,Vihaan Reddy,1032233437,28,Absent,9,5,10,8,10,7,0.11450619646898141,0.40084523565347896,0.20676052406976164,0.1996854261681792,K,9.4,8.0,8.333333333333334,0.2304493455901003
